,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
4114,-2,411400,STARFRUIT,4978,21,,,,,4983,6,4985.0,21.0,,,4980.5,0.0
4115,-2,411500,STARFRUIT,4979,30,,,,,4985,30,,,,,4982.0,0.0
4116,-2,411600,STARFRUIT,4980,2,4979.0,28.0,,,4986,28,,,,,4983.0,0.0
4117,-2,411700,STARFRUIT,4979,22,,,,,4986,22,,,,,4982.5,0.0
4118,-2,411800,STARFRUIT,4979,3,4978.0,28.0,,,4985,30,,,,,4982.0,0.0
4119,-2,411900,STARFRUIT,4982,6,4979.0,23.0,,,4986,23,,,,,4984.0,0.0
4120,-2,412000,STARFRUIT,4979,26,,,,,4985,1,4986.0,25.0,,,4982.0,0.0
4121,-2,412100,STARFRUIT,4979,21,,,,,4986,21,,,,,4982.5,0.0
4122,-2,412200,STARFRUIT,4979,27,,,,,4986,27,,,,,4982.5,0.0
4123,-2,412300,STARFRUIT,4979,29,,,,,4986,29,,,,,4982.5,0.0
4124,-2,412400,STARFRUIT,4980,1,4979.0,22.0,,,4986,23,,,,,4983.0,0.0
4125,-2,412500,STARFRUIT,4980,29,,,,,4983,3,4987.0,29.0,,,4981.5,0.0
4126,-2,412600,STARFRUIT,4980,32,,,,,4985,3,4987.0,32.0,,,4982.5,0.0
4127,-2,412700,STARFRUIT,4979,23,,,,,4984,4,4986.0,23.0,,,4981.5,0.0
4128,-2,412800,STARFRUIT,4979,21,,,,,4986,21,,,,,4982.5,0.0
4129,-2,412900,STARFRUIT,4979,26,,,,,4986,26,,,,,4982.5,0.0
4130,-2,413000,STARFRUIT,4979,26,,,,,4986,26,,,,,4982.5,0.0
4131,-2,413100,STARFRUIT,4979,26,,,,,4986,26,,,,,4982.5,0.0
4132,-2,413200,STARFRUIT,4980,1,4979.0,25.0,,,4986,26,,,,,4983.0,0.0
4133,-2,413300,STARFRUIT,4979,27,,,,,4984,1,4986.0,27.0,,,4981.5,0.0
4134,-2,413400,STARFRUIT,4980,7,4979.0,22.0,,,4986,23,,,,,4983.0,0.0
4135,-2,413500,STARFRUIT,4980,2,4979.0,28.0,,,4986,30,,,,,4983.0,0.0
4136,-2,413600,STARFRUIT,4980,5,4979.0,23.0,,,4986,23,,,,,4983.0,0.0
4137,-2,413700,STARFRUIT,4984,1,4979.0,23.0,,,4986,23,,,,,4985.0,0.0
4138,-2,413800,STARFRUIT,4979,10,4978.0,21.0,,,4985,23,,,,,4982.0,0.0
4139,-2,413900,STARFRUIT,4978,23,,,,,4985,23,,,,,4981.5,0.0
4140,-2,414000,STARFRUIT,4979,2,4978.0,20.0,,,4983,3,4985.0,22.0,,,4981.0,0.0
4141,-2,414100,STARFRUIT,4979,31,,,,,4986,31,,,,,4982.5,0.0
4142,-2,414200,STARFRUIT,4985,1,4979.0,22.0,,,4986,22,,,,,4985.5,0.0
4143,-2,414300,STARFRUIT,4980,22,,,,,4986,2,4987.0,20.0,,,4983.0,0.0
4144,-2,414400,STARFRUIT,4980,1,4979.0,24.0,,,4986,26,,,,,4983.0,0.0
4145,-2,414500,STARFRUIT,4980,29,,,,,4986,1,4987.0,28.0,,,4983.0,0.0
4146,-2,414600,STARFRUIT,4980,1,4979.0,26.0,,,4984,2,4986.0,27.0,,,4982.0,0.0
4147,-2,414700,STARFRUIT,4979,23,,,,,4980,9,4986.0,23.0,,,4979.5,0.0
4148,-2,414800,STARFRUIT,4980,1,4979.0,25.0,,,4986,26,,,,,4983.0,0.0
4149,-2,414900,STARFRUIT,4980,5,4979.0,30.0,,,4986,30,,,,,4983.0,0.0
4150,-2,415000,STARFRUIT,4980,26,,,,,4986,26,,,,,4983.0,0.0
4151,-2,415100,STARFRUIT,4985,1,4980.0,23.0,,,4986,2,4987.0,21.0,,,4985.5,0.0
4152,-2,415200,STARFRUIT,4980,29,,,,,4986,1,4987.0,28.0,,,4983.0,0.0
4153,-2,415300,STARFRUIT,4980,2,4979.0,28.0,,,4986,30,,,,,4983.0,0.0
4154,-2,415400,STARFRUIT,4980,31,,,,,4985,1,4986.0,1.0,4987.0,30.0,4982.5,0.0
4155,-2,415500,STARFRUIT,4980,28,,,,,4987,28,,,,,4983.5,0.0
4156,-2,415600,STARFRUIT,4980,24,,,,,4985,1,4987.0,24.0,,,4982.5,0.0
4157,-2,415700,STARFRUIT,4981,1,4980.0,27.0,,,4987,28,,,,,4984.0,0.0
4158,-2,415800,STARFRUIT,4981,3,4980.0,24.0,,,4987,24,,,,,4984.0,0.0
4159,-2,415900,STARFRUIT,4980,30,,,,,4986,2,4987.0,28.0,,,4983.0,0.0
4160,-2,416000,STARFRUIT,4979,20,,,,,4986,20,,,,,4982.5,0.0
4161,-2,416100,STARFRUIT,4980,3,4979.0,24.0,,,4986,24,,,,,4983.0,0.0
4162,-2,416200,STARFRUIT,4979,23,,,,,4985,2,4986.0,21.0,,,4982.0,0.0
4163,-2,416300,STARFRUIT,4979,21,,,,,4986,21,,,,,4982.5,0.0
4164,-2,416400,STARFRUIT,4980,8,4979.0,23.0,,,4986,25,,,,,4983.0,0.0
4165,-2,416500,STARFRUIT,4979,30,,,,,4986,30,,,,,4982.5,0.0
4166,-2,416600,STARFRUIT,4979,28,,,,,4986,28,,,,,4982.5,0.0
4167,-2,416700,STARFRUIT,4979,29,,,,,4985,2,4986.0,27.0,,,4982.0,0.0
4168,-2,416800,STARFRUIT,4979,1,4978.0,20.0,,,4985,21,,,,,4982.0,0.0
4169,-2,416900,STARFRUIT,4978,24,,,,,4983,4,4985.0,24.0,,,4980.5,0.0
4170,-2,417000,STARFRUIT,4979,27,,,,,4985,1,4986.0,26.0,,,4982.0,0.0
4171,-2,417100,STARFRUIT,4979,25,,,,,4986,25,,,,,4982.5,0.0
4172,-2,417200,STARFRUIT,4979,26,,,,,4986,26,,,,,4982.5,0.0
4173,-2,417300,STARFRUIT,4984,10,4979.0,27.0,,,4986,27,,,,,4985.0,0.0
4174,-2,417400,STARFRUIT,4980,1,4979.0,23.0,,,4986,24,,,,,4983.0,0.0
4175,-2,417500,STARFRUIT,4980,21,,,,,4985,3,4987.0,21.0,,,4982.5,0.0
4176,-2,417600,STARFRUIT,4980,31,,,,,4981,8,4983.0,4.0,4986.0,1.0,4980.5,0.0
4177,-2,417700,STARFRUIT,4980,30,,,,,4985,8,4987.0,30.0,,,4982.5,0.0
4178,-2,417800,STARFRUIT,4980,23,,,,,4985,3,4987.0,23.0,,,4982.5,0.0
4179,-2,417900,STARFRUIT,4980,22,,,,,4987,22,,,,,4983.5,0.0
4180,-2,418000,STARFRUIT,4980,25,,,,,4987,25,,,,,4983.5,0.0
4181,-2,418100,STARFRUIT,4980,28,,,,,4986,1,4987.0,28.0,,,4983.0,0.0
4182,-2,418200,STARFRUIT,4980,30,,,,,4986,1,4987.0,30.0,,,4983.0,0.0
4183,-2,418300,STARFRUIT,4980,29,,,,,4987,30,,,,,4983.5,0.0
4184,-2,418400,STARFRUIT,4980,1,4979.0,20.0,,,4986,21,,,,,4983.0,0.0
4185,-2,418500,STARFRUIT,4980,26,,,,,4987,26,,,,,4983.5,0.0
4186,-2,418600,STARFRUIT,4980,30,,,,,4986,2,4987.0,28.0,,,4983.0,0.0
4187,-2,418700,STARFRUIT,4979,20,,,,,4984,8,4986.0,20.0,,,4981.5,0.0
4188,-2,418800,STARFRUIT,4985,1,4980.0,1.0,4979.0,24.0,4986,25,,,,,4985.5,0.0
4189,-2,418900,STARFRUIT,4980,30,,,,,4981,4,4987.0,30.0,,,4980.5,0.0
4190,-2,419000,STARFRUIT,4986,1,4980.0,25.0,,,4987,25,,,,,4986.5,0.0
4191,-2,419100,STARFRUIT,4986,1,4981.0,28.0,,,4988,28,,,,,4987.0,0.0
4192,-2,419200,STARFRUIT,4981,29,,,,,4987,29,,,,,4984.0,0.0
4193,-2,419300,STARFRUIT,4980,29,,,,,4985,4,4987.0,29.0,,,4982.5,0.0
4194,-2,419400,STARFRUIT,4981,5,4980.0,31.0,,,4987,31,,,,,4984.0,0.0
4195,-2,419500,STARFRUIT,4980,21,,,,,4987,21,,,,,4983.5,0.0
4196,-2,419600,STARFRUIT,4981,1,4980.0,28.0,,,4987,29,,,,,4984.0,0.0
4197,-2,419700,STARFRUIT,4981,2,4980.0,21.0,,,4987,23,,,,,4984.0,0.0
4198,-2,419800,STARFRUIT,4981,30,,,,,4987,1,4988.0,29.0,,,4984.0,0.0
4199,-2,419900,STARFRUIT,4981,26,,,,,4988,26,,,,,4984.5,0.0
4200,-2,420000,STARFRUIT,4982,7,4981.0,21.0,,,4987,1,4988.0,20.0,,,4984.5,0.0
4201,-2,420100,STARFRUIT,4987,1,4982.0,4.0,4981.0,27.0,4988,29,,,,,4987.5,0.0
4202,-2,420200,STARFRUIT,4981,23,,,,,4988,23,,,,,4984.5,0.0
4203,-2,420300,STARFRUIT,4982,1,4981.0,25.0,,,4988,26,,,,,4985.0,0.0
4204,-2,420400,STARFRUIT,4981,26,,,,,4988,26,,,,,4984.5,0.0
4205,-2,420500,STARFRUIT,4986,1,4981.0,21.0,,,4988,21,,,,,4987.0,0.0
4206,-2,420600,STARFRUIT,4982,25,,,,,4987,4,4988.0,2.0,4989.0,23.0,4984.5,0.0
4207,-2,420700,STARFRUIT,4982,30,,,,,4988,30,,,,,4985.0,0.0
4208,-2,420800,STARFRUIT,4982,24,,,,,4989,24,,,,,4985.5,0.0
4209,-2,420900,STARFRUIT,4982,28,,,,,4988,2,4989.0,26.0,,,4985.0,0.0
4210,-2,421000,STARFRUIT,4986,8,4982.0,2.0,4981.0,21.0,4988,21,,,,,4987.0,0.0
4211,-2,421100,STARFRUIT,4983,7,4982.0,25.0,,,4989,25,,,,,4986.0,0.0
4212,-2,421200,STARFRUIT,4982,21,,,,,4989,21,,,,,4985.5,0.0
4213,-2,421300,STARFRUIT,4982,27,,,,,4989,27,,,,,4985.5,0.0
4214,-2,421400,STARFRUIT,4983,2,4982.0,30.0,,,4989,32,,,,,4986.0,0.0
4215,-2,421500,STARFRUIT,4983,24,,,,,4989,2,4990.0,22.0,,,4986.0,0.0
4216,-2,421600,STARFRUIT,4988,1,4983.0,21.0,,,4990,21,,,,,4989.0,0.0
4217,-2,421700,STARFRUIT,4983,25,,,,,4990,25,,,,,4986.5,0.0
4218,-2,421800,STARFRUIT,4984,21,,,,,4989,7,4990.0,1.0,4991.0,20.0,4986.5,0.0
4219,-2,421900,STARFRUIT,4988,3,4984.0,30.0,,,4990,1,4991.0,29.0,,,4989.0,0.0
4220,-2,422000,STARFRUIT,4984,25,,,,,4991,25,,,,,4987.5,0.0
4221,-2,422100,STARFRUIT,4985,1,4984.0,29.0,,,4991,30,,,,,4988.0,0.0
4222,-2,422200,STARFRUIT,4983,23,,,,,4990,24,,,,,4986.5,0.0
4223,-2,422300,STARFRUIT,4984,23,,,,,4991,23,,,,,4987.5,0.0
4224,-2,422400,STARFRUIT,4984,27,,,,,4991,27,,,,,4987.5,0.0
4225,-2,422500,STARFRUIT,4984,23,,,,,4991,23,,,,,4987.5,0.0
4226,-2,422600,STARFRUIT,4987,3,4984.0,31.0,,,4989,4,4991.0,31.0,,,4988.0,0.0
4227,-2,422700,STARFRUIT,4987,3,4984.0,23.0,,,4991,23,,,,,4989.0,0.0
4228,-2,422800,STARFRUIT,4984,24,,,,,4991,24,,,,,4987.5,0.0
4229,-2,422900,STARFRUIT,4985,4,4984.0,24.0,,,4990,1,4991.0,23.0,,,4987.5,0.0
4230,-2,423000,STARFRUIT,4983,22,,,,,4990,22,,,,,4986.5,0.0
4231,-2,423100,STARFRUIT,4983,29,,,,,4990,29,,,,,4986.5,0.0
4232,-2,423200,STARFRUIT,4989,1,4983.0,24.0,,,4990,24,,,,,4989.5,0.0
4233,-2,423300,STARFRUIT,4984,1,4983.0,20.0,,,4990,21,,,,,4987.0,0.0
4234,-2,423400,STARFRUIT,4989,1,4984.0,27.0,,,4990,27,,,,,4989.5,0.0
4235,-2,423500,STARFRUIT,4987,2,4983.0,27.0,,,4990,27,,,,,4988.5,0.0
4236,-2,423600,STARFRUIT,4983,21,,,,,4990,21,,,,,4986.5,0.0
4237,-2,423700,STARFRUIT,4983,25,,,,,4990,25,,,,,4986.5,0.0
4238,-2,423800,STARFRUIT,4983,28,,,,,4990,28,,,,,4986.5,0.0
4239,-2,423900,STARFRUIT,4983,29,,,,,4990,29,,,,,4986.5,0.0
4240,-2,424000,STARFRUIT,4983,30,,,,,4988,2,4990.0,30.0,,,4985.5,0.0
4241,-2,424100,STARFRUIT,4984,1,4983.0,20.0,,,4988,5,4990.0,21.0,,,4986.0,0.0
4242,-2,424200,STARFRUIT,4985,7,4984.0,28.0,,,4990,2,4991.0,26.0,,,4987.5,0.0
4243,-2,424300,STARFRUIT,4985,1,4984.0,27.0,,,4991,29,,,,,4988.0,0.0
4244,-2,424400,STARFRUIT,4985,7,4984.0,29.0,,,4991,31,,,,,4988.0,0.0
4245,-2,424500,STARFRUIT,4985,20,,,,,4991,21,,,,,4988.0,0.0
4246,-2,424600,STARFRUIT,4985,2,4984.0,30.0,,,4991,32,,,,,4988.0,0.0
4247,-2,424700,STARFRUIT,4985,27,,,,,4992,27,,,,,4988.5,0.0
4248,-2,424800,STARFRUIT,4985,22,,,,,4990,1,4992.0,22.0,,,4987.5,0.0
4249,-2,424900,STARFRUIT,4985,23,,,,,4992,23,,,,,4988.5,0.0
4250,-2,425000,STARFRUIT,4986,8,4985.0,29.0,,,4992,29,,,,,4989.0,0.0
4251,-2,425100,STARFRUIT,4991,1,4985.0,22.0,,,4992,22,,,,,4991.5,0.0
4252,-2,425200,STARFRUIT,4985,29,,,,,4990,5,4992.0,29.0,,,4987.5,0.0
4253,-2,425300,STARFRUIT,4985,25,,,,,4990,4,4992.0,25.0,,,4987.5,0.0
4254,-2,425400,STARFRUIT,4985,24,,,,,4992,24,,,,,4988.5,0.0
4255,-2,425500,STARFRUIT,4985,28,,,,,4992,28,,,,,4988.5,0.0
4256,-2,425600,STARFRUIT,4985,23,,,,,4992,23,,,,,4988.5,0.0
4257,-2,425700,STARFRUIT,4985,29,,,,,4992,29,,,,,4988.5,0.0
4258,-2,425800,STARFRUIT,4986,31,,,,,4988,3,4992.0,23.0,,,4987.0,0.0
4259,-2,425900,STARFRUIT,4985,26,,,,,4986,1,4992.0,26.0,,,4985.5,0.0
4260,-2,426000,STARFRUIT,4986,1,4985.0,26.0,,,4992,27,,,,,4989.0,0.0
4261,-2,426100,STARFRUIT,4986,1,4985.0,25.0,,,4992,26,,,,,4989.0,0.0
4262,-2,426200,STARFRUIT,4986,22,,,,,4993,22,,,,,4989.5,0.0
4263,-2,426300,STARFRUIT,4987,4,4986.0,24.0,,,4992,2,4993.0,22.0,,,4989.5,0.0
4264,-2,426400,STARFRUIT,4986,2,4985.0,21.0,,,4992,23,,,,,4989.0,0.0
4265,-2,426500,STARFRUIT,4986,2,4985.0,24.0,,,4992,26,,,,,4989.0,0.0
4266,-2,426600,STARFRUIT,4986,29,,,,,4992,2,4993.0,27.0,,,4989.0,0.0
4267,-2,426700,STARFRUIT,4987,2,4986.0,25.0,,,4993,25,,,,,4990.0,0.0
4268,-2,426800,STARFRUIT,4986,27,,,,,4993,27,,,,,4989.5,0.0
4269,-2,426900,STARFRUIT,4986,20,,,,,4993,20,,,,,4989.5,0.0
4270,-2,427000,STARFRUIT,4988,7,4987.0,29.0,,,4994,29,,,,,4991.0,0.0
4271,-2,427100,STARFRUIT,4988,5,4987.0,29.0,,,4994,29,,,,,4991.0,0.0
4272,-2,427200,STARFRUIT,4986,27,,,,,4993,27,,,,,4989.5,0.0
4273,-2,427300,STARFRUIT,4987,7,4986.0,29.0,,,4993,29,,,,,4990.0,0.0
4274,-2,427400,STARFRUIT,4985,29,,,,,4990,6,4992.0,29.0,,,4987.5,0.0
4275,-2,427500,STARFRUIT,4986,7,4985.0,30.0,,,4987,3,4992.0,30.0,,,4986.5,0.0
4276,-2,427600,STARFRUIT,4985,1,4984.0,28.0,,,4991,29,,,,,4988.0,0.0
4277,-2,427700,STARFRUIT,4985,2,4984.0,26.0,,,4991,28,,,,,4988.0,0.0
4278,-2,427800,STARFRUIT,4984,24,,,,,4991,24,,,,,4987.5,0.0
4279,-2,427900,STARFRUIT,4984,23,,,,,4991,23,,,,,4987.5,0.0
4280,-2,428000,STARFRUIT,4984,29,,,,,4990,2,4991.0,27.0,,,4987.0,0.0
4281,-2,428100,STARFRUIT,4984,30,,,,,4989,6,4991.0,30.0,,,4986.5,0.0
4282,-2,428200,STARFRUIT,4984,22,,,,,4991,23,,,,,4987.5,0.0
4283,-2,428300,STARFRUIT,4984,30,,,,,4990,1,4991.0,30.0,,,4987.0,0.0
4284,-2,428400,STARFRUIT,4984,23,,,,,4985,1,4991.0,23.0,,,4984.5,0.0
4285,-2,428500,STARFRUIT,4984,24,,,,,4991,24,,,,,4987.5,0.0
4286,-2,428600,STARFRUIT,4989,9,4984.0,30.0,,,4991,30,,,,,4990.0,0.0
4287,-2,428700,STARFRUIT,4983,24,,,,,4990,24,,,,,4986.5,0.0
4288,-2,428800,STARFRUIT,4983,25,,,,,4988,1,4990.0,25.0,,,4985.5,0.0
4289,-2,428900,STARFRUIT,4989,1,4984.0,28.0,,,4991,28,,,,,4990.0,0.0
4290,-2,429000,STARFRUIT,4984,27,,,,,4985,2,4990.0,1.0,4991.0,26.0,4984.5,0.0
4291,-2,429100,STARFRUIT,4983,23,,,,,4990,23,,,,,4986.5,0.0
4292,-2,429200,STARFRUIT,4983,29,,,,,4988,2,4990.0,29.0,,,4985.5,0.0
4293,-2,429300,STARFRUIT,4989,1,4984.0,31.0,,,4991,31,,,,,4990.0,0.0
4294,-2,429400,STARFRUIT,4984,4,4983.0,28.0,,,4990,29,,,,,4987.0,0.0
4295,-2,429500,STARFRUIT,4984,23,,,,,4990,2,4991.0,21.0,,,4987.0,0.0
4296,-2,429600,STARFRUIT,4984,22,,,,,4989,3,4991.0,22.0,,,4986.5,0.0
4297,-2,429700,STARFRUIT,4984,23,,,,,4991,23,,,,,4987.5,0.0
4298,-2,429800,STARFRUIT,4984,20,,,,,4990,20,,,,,4987.0,0.0
4299,-2,429900,STARFRUIT,4984,2,4983.0,24.0,,,4985,4,4990.0,26.0,,,4984.5,0.0
4300,-2,430000,STARFRUIT,4983,22,,,,,4986,5,4990.0,22.0,,,4984.5,0.0
4301,-2,430100,STARFRUIT,4983,28,,,,,4990,28,,,,,4986.5,0.0
4302,-2,430200,STARFRUIT,4983,22,,,,,4989,1,4990.0,21.0,,,4986.0,0.0
4303,-2,430300,STARFRUIT,4983,27,,,,,4990,27,,,,,4986.5,0.0
4304,-2,430400,STARFRUIT,4983,25,,,,,4990,25,,,,,4986.5,0.0
4305,-2,430500,STARFRUIT,4982,23,,,,,4989,23,,,,,4985.5,0.0
4306,-2,430600,STARFRUIT,4982,27,,,,,4989,27,,,,,4985.5,0.0
4307,-2,430700,STARFRUIT,4982,23,,,,,4989,23,,,,,4985.5,0.0
4308,-2,430800,STARFRUIT,4983,27,,,,,4990,27,,,,,4986.5,0.0
4309,-2,430900,STARFRUIT,4984,8,4983.0,22.0,,,4990,22,,,,,4987.0,0.0
4310,-2,431000,STARFRUIT,4984,27,,,,,4985,1,4991.0,27.0,,,4984.5,0.0
4311,-2,431100,STARFRUIT,4984,27,,,,,4989,4,4991.0,27.0,,,4986.5,0.0
4312,-2,431200,STARFRUIT,4984,24,,,,,4990,2,4991.0,22.0,,,4987.0,0.0
4313,-2,431300,STARFRUIT,4984,29,,,,,4990,1,4991.0,28.0,,,4987.0,0.0
4314,-2,431400,STARFRUIT,4983,20,,,,,4988,3,4990.0,20.0,,,4985.5,0.0
4315,-2,431500,STARFRUIT,4987,1,4983.0,9.0,4982.0,30.0,4989,31,,,,,4988.0,0.0
4316,-2,431600,STARFRUIT,4983,23,,,,,4990,23,,,,,4986.5,0.0
4317,-2,431700,STARFRUIT,4982,21,,,,,4989,21,,,,,4985.5,0.0
4318,-2,431800,STARFRUIT,4982,28,,,,,4989,28,,,,,4985.5,0.0
4319,-2,431900,STARFRUIT,4983,25,,,,,4990,26,,,,,4986.5,0.0
4320,-2,432000,STARFRUIT,4983,24,,,,,4989,24,,,,,4986.0,0.0
4321,-2,432100,STARFRUIT,4983,6,4982.0,26.0,,,4989,26,,,,,4986.0,0.0
4322,-2,432200,STARFRUIT,4983,9,4982.0,27.0,,,4989,28,,,,,4986.0,0.0
4323,-2,432300,STARFRUIT,4984,5,4983.0,25.0,,,4990,25,,,,,4987.0,0.0
4324,-2,432400,STARFRUIT,4983,1,4982.0,29.0,,,4989,30,,,,,4986.0,0.0
4325,-2,432500,STARFRUIT,4983,8,4982.0,21.0,,,4989,21,,,,,4986.0,0.0
4326,-2,432600,STARFRUIT,4982,20,,,,,4987,8,4989.0,20.0,,,4984.5,0.0
4327,-2,432700,STARFRUIT,4982,27,,,,,4989,27,,,,,4985.5,0.0
4328,-2,432800,STARFRUIT,4982,27,,,,,4989,27,,,,,4985.5,0.0
4329,-2,432900,STARFRUIT,4983,24,,,,,4989,2,4990.0,22.0,,,4986.0,0.0
4330,-2,433000,STARFRUIT,4983,1,4982.0,32.0,,,4984,4,4989.0,32.0,,,4983.5,0.0
4331,-2,433100,STARFRUIT,4982,29,,,,,4989,29,,,,,4985.5,0.0
4332,-2,433200,STARFRUIT,4988,1,4983.0,20.0,,,4990,20,,,,,4989.0,0.0
4333,-2,433300,STARFRUIT,4982,31,,,,,4989,31,,,,,4985.5,0.0
4334,-2,433400,STARFRUIT,4988,1,4982.0,27.0,,,4989,27,,,,,4988.5,0.0
4335,-2,433500,STARFRUIT,4982,32,,,,,4989,32,,,,,4985.5,0.0
4336,-2,433600,STARFRUIT,4982,32,,,,,4989,32,,,,,4985.5,0.0
4337,-2,433700,STARFRUIT,4982,32,,,,,4988,2,4989.0,30.0,,,4985.0,0.0
4338,-2,433800,STARFRUIT,4982,26,,,,,4989,26,,,,,4985.5,0.0
4339,-2,433900,STARFRUIT,4982,25,,,,,4989,25,,,,,4985.5,0.0
4340,-2,434000,STARFRUIT,4982,32,,,,,4987,5,4989.0,32.0,,,4984.5,0.0
4341,-2,434100,STARFRUIT,4983,23,,,,,4989,2,4990.0,21.0,,,4986.0,0.0
4342,-2,434200,STARFRUIT,4982,23,,,,,4989,24,,,,,4985.5,0.0
4343,-2,434300,STARFRUIT,4987,5,4983.0,29.0,,,4989,1,4990.0,28.0,,,4988.0,0.0
4344,-2,434400,STARFRUIT,4982,25,,,,,4989,25,,,,,4985.5,0.0
4345,-2,434500,STARFRUIT,4988,1,4983.0,29.0,,,4989,1,4990.0,28.0,,,4988.5,0.0
4346,-2,434600,STARFRUIT,4983,27,,,,,4988,5,4990.0,27.0,,,4985.5,0.0
4347,-2,434700,STARFRUIT,4983,24,,,,,4989,1,4990.0,23.0,,,4986.0,0.0
4348,-2,434800,STARFRUIT,4983,29,,,,,4988,5,4990.0,29.0,,,4985.5,0.0
4349,-2,434900,STARFRUIT,4983,26,,,,,4990,26,,,,,4986.5,0.0
4350,-2,435000,STARFRUIT,4984,3,4983.0,26.0,,,4989,2,4990.0,24.0,,,4986.5,0.0
4351,-2,435100,STARFRUIT,4982,29,,,,,4989,29,,,,,4985.5,0.0
4352,-2,435200,STARFRUIT,4988,1,4983.0,21.0,,,4990,21,,,,,4989.0,0.0
4353,-2,435300,STARFRUIT,4983,24,,,,,4990,24,,,,,4986.5,0.0
4354,-2,435400,STARFRUIT,4983,23,,,,,4990,23,,,,,4986.5,0.0
4355,-2,435500,STARFRUIT,4984,25,,,,,4989,3,4991.0,25.0,,,4986.5,0.0
4356,-2,435600,STARFRUIT,4984,21,,,,,4991,21,,,,,4987.5,0.0
4357,-2,435700,STARFRUIT,4984,21,,,,,4991,21,,,,,4987.5,0.0
4358,-2,435800,STARFRUIT,4985,5,4984.0,22.0,,,4991,24,,,,,4988.0,0.0
4359,-2,435900,STARFRUIT,4985,23,,,,,4992,23,,,,,4988.5,0.0
4360,-2,436000,STARFRUIT,4986,6,4985.0,23.0,,,4992,23,,,,,4989.0,0.0
4361,-2,436100,STARFRUIT,4985,28,,,,,4992,28,,,,,4988.5,0.0
4362,-2,436200,STARFRUIT,4985,23,,,,,4990,2,4992.0,23.0,,,4987.5,0.0
4363,-2,436300,STARFRUIT,4985,27,,,,,4992,27,,,,,4988.5,0.0
4364,-2,436400,STARFRUIT,4985,29,,,,,4990,7,4992.0,29.0,,,4987.5,0.0
4365,-2,436500,STARFRUIT,4985,27,,,,,4992,27,,,,,4988.5,0.0
4366,-2,436600,STARFRUIT,4985,22,,,,,4986,1,4992.0,22.0,,,4985.5,0.0
4367,-2,436700,STARFRUIT,4986,7,4985.0,23.0,,,4992,24,,,,,4989.0,0.0
4368,-2,436800,STARFRUIT,4985,22,,,,,4990,3,4992.0,22.0,,,4987.5,0.0
4369,-2,436900,STARFRUIT,4985,32,,,,,4992,32,,,,,4988.5,0.0
4370,-2,437000,STARFRUIT,4986,25,,,,,4993,25,,,,,4989.5,0.0
4371,-2,437100,STARFRUIT,4985,22,,,,,4992,22,,,,,4988.5,0.0
4372,-2,437200,STARFRUIT,4987,6,4986.0,22.0,,,4992,2,4993.0,20.0,,,4989.5,0.0
4373,-2,437300,STARFRUIT,4986,26,,,,,4993,26,,,,,4989.5,0.0
4374,-2,437400,STARFRUIT,4986,29,,,,,4991,3,4993.0,29.0,,,4988.5,0.0
4375,-2,437500,STARFRUIT,4985,26,,,,,4992,26,,,,,4988.5,0.0
4376,-2,437600,STARFRUIT,4986,5,4985.0,27.0,,,4992,27,,,,,4989.0,0.0
4377,-2,437700,STARFRUIT,4988,6,4985.0,29.0,,,4992,29,,,,,4990.0,0.0
4378,-2,437800,STARFRUIT,4986,1,4985.0,21.0,,,4992,22,,,,,4989.0,0.0
4379,-2,437900,STARFRUIT,4986,6,4985.0,30.0,,,4992,30,,,,,4989.0,0.0
4380,-2,438000,STARFRUIT,4985,32,,,,,4990,5,4992.0,32.0,,,4987.5,0.0
4381,-2,438100,STARFRUIT,4986,1,4985.0,24.0,,,4992,24,,,,,4989.0,0.0
4382,-2,438200,STARFRUIT,4985,22,,,,,4992,22,,,,,4988.5,0.0
4383,-2,438300,STARFRUIT,4990,9,4985.0,32.0,,,4991,2,4992.0,30.0,,,4990.5,0.0
4384,-2,438400,STARFRUIT,4985,1,4984.0,30.0,,,4991,31,,,,,4988.0,0.0
4385,-2,438500,STARFRUIT,4985,3,4984.0,24.0,,,4990,1,4991.0,23.0,,,4987.5,0.0
4386,-2,438600,STARFRUIT,4984,25,,,,,4989,2,4991.0,25.0,,,4986.5,0.0
4387,-2,438700,STARFRUIT,4984,25,,,,,4989,2,4991.0,25.0,,,4986.5,0.0
4388,-2,438800,STARFRUIT,4984,23,,,,,4991,23,,,,,4987.5,0.0
4389,-2,438900,STARFRUIT,4988,8,4983.0,31.0,,,4990,31,,,,,4989.0,0.0
4390,-2,439000,STARFRUIT,4984,23,,,,,4991,23,,,,,4987.5,0.0
4391,-2,439100,STARFRUIT,4984,23,,,,,4991,23,,,,,4987.5,0.0
4392,-2,439200,STARFRUIT,4985,1,4984.0,22.0,,,4986,4,4989.0,8.0,4991.0,23.0,4985.5,0.0
4393,-2,439300,STARFRUIT,4989,9,4984.0,28.0,,,4991,28,,,,,4990.0,0.0
4394,-2,439400,STARFRUIT,4984,23,,,,,4985,1,4991.0,23.0,,,4984.5,0.0
4395,-2,439500,STARFRUIT,4984,23,,,,,4991,23,,,,,4987.5,0.0
